Codigo_Sucursal,Fecha_Venta,Codigo_Producto,Unidades_Vendidas,Total
11,04/12/2024,P639991,6,22.8
9,04/12/2024,P966547,390,1544.8
12,04/12/2024,P229767,328,1056.6
12,04/12/2024,P966547,48,190.1
9,04/12/2024,P967817,1193,4933.25
12,04/12/2024,P967817,222,945.55
12,04/12/2024,P958288,12,12.15
1,04/12/2024,P966547,48,190.1
6,04/12/2024,P958288,756,570.6
1,04/12/2024,P165627,312,241.2
11,04/12/2024,P513865,24,97.4
9,04/12/2024,P269262,1110,3615.6
9,04/12/2024,P958288,18,19.8
11,04/12/2024,P185447,36,25.2
1,04/12/2024,P229767,144,465.65
6,04/12/2024,P967817,959,4194.7
12,04/12/2024,P847357,300,971.5
5,04/12/2024,P269262,228,736.3
5,04/12/2024,P967817,806,3408.85
5,04/12/2024,P958288,1560,1170
6,04/12/2024,P165627,1236,930.6
11,04/12/2024,P958288,120,132
1,05/12/2024,P165627,1812,1418.1
5,05/12/2024,P831996,162,631.8
6,05/12/2024,P269262,732,2379
6,05/12/2024,P967817,824,3578.65
6,05/12/2024,P958288,168,142.8
9,05/12/2024,P958288,120,92.7
11,05/12/2024,P831996,70,279.4
9,05/12/2024,P269262,360,1170
11,05/12/2024,P966547,456,1806.9
12,05/12/2024,P269262,82,266.5
12,05/12/2024,P967817,680,2815.5
12,05/12/2024,P639991,6,16.2
1,05/12/2024,P967817,2759,11155.3
11,05/12/2024,P847357,210,677.8
1,05/12/2024,P269262,294,1017.7
4,05/12/2024,P269262,102,340.4
5,05/12/2024,P229767,1662,5397.95
9,05/12/2024,P831996,216,853.5
11,05/12/2024,P229767,78,251.15
12,05/12/2024,P831996,15,60.15
9,05/12/2024,P847357,582,1892.55
12,05/12/2024,P847357,571,1846
1,05/12/2024,P229767,384,1248
5,05/12/2024,P639991,54,145.8
11,05/12/2024,P639991,12,32.4
1,05/12/2024,P847357,708,2330.75
4,05/12/2024,P958288,396,297
5,05/12/2024,P513865,12,49.2
1,05/12/2024,P958288,112,88.2
9,05/12/2024,P229767,78,251.15
9,05/12/2024,P966547,96,380.2
9,05/12/2024,P165627,120,92.7
11,05/12/2024,P185447,120,96
12,05/12/2024,P966547,54,214.1
6,05/12/2024,P847357,1063,3454.8
1,05/12/2024,P966547,156,618.3
4,05/12/2024,P229767,114,379.4
6,05/12/2024,P513865,100,507.3
6,05/12/2024,P229767,504,1633.3
6,05/12/2024,P966547,187,742.3
12,05/12/2024,P229767,290,942.15
1,05/12/2024,P185447,192,134.4
4,05/12/2024,P165627,564,423
4,05/12/2024,P513865,168,760.6
5,05/12/2024,P966547,74,297.3
9,05/12/2024,P967817,2316,9379.3
4,05/12/2024,P831996,120,478.45
5,05/12/2024,P967817,1059,4386.7
5,05/12/2024,P165627,612,459
11,05/12/2024,P165627,48,36
4,05/12/2024,P847357,102,340.4
5,05/12/2024,P269262,72,301.4
5,05/12/2024,P185447,48,48
11,05/12/2024,P967817,527,2195.2
12,05/12/2024,P165627,72,55.2
12,05/12/2024,P958288,60,45
5,05/12/2024,P847357,174,563.15
11,05/12/2024,P958288,48,36
4,05/12/2024,P967817,1164,4612.3
4,05/12/2024,P185447,288,201.6
4,06/12/2024,P847357,396,1317.75
4,06/12/2024,P639991,24,64.8
4,06/12/2024,P229767,384,1247.05
9,06/12/2024,P967817,192,766.1
6,06/12/2024,P229767,132,437.45
1,06/12/2024,P269262,720,2316.5
11,06/12/2024,P847357,270,878.55
11,06/12/2024,P185447,36,25.2
1,06/12/2024,P165627,192,144
6,06/12/2024,P958288,1200,900
1,06/12/2024,P185447,120,84
6,06/12/2024,P165627,24,18
11,06/12/2024,P269262,24,78
4,06/12/2024,P831996,402,1553.8
5,06/12/2024,P966547,168,679.5
12,06/12/2024,P185447,85,70.6
4,06/12/2024,P958288,264,223.2
5,06/12/2024,P185447,84,62.4
9,06/12/2024,P229767,144,463.3
9,06/12/2024,P966547,1,5.6
12,06/12/2024,P229767,72,231.65
12,06/12/2024,P269262,10,32.5
6,06/12/2024,P269262,144,463.3
6,06/12/2024,P967817,924,3772
12,06/12/2024,P967817,179,751.8
1,06/12/2024,P847357,606,1965.85
1,06/12/2024,P966547,192,760.4
1,06/12/2024,P041436,1,4.2
4,06/12/2024,P165627,264,223.2
6,06/12/2024,P847357,291,959.45
4,06/12/2024,P269262,84,270.65
9,06/12/2024,P165627,11,12.1
5,06/12/2024,P269262,120,387.65
5,06/12/2024,P958288,72,54
9,06/12/2024,P185447,612,432
11,06/12/2024,P966547,288,1140.6
9,06/12/2024,P958288,56,45.85
9,06/12/2024,P513865,96,393.6
4,06/12/2024,P185447,120,96
5,06/12/2024,P229767,51,169.8
11,06/12/2024,P229767,48,156
12,06/12/2024,P831996,42,173.4
4,06/12/2024,P513865,30,123.2
11,06/12/2024,P967817,355,1408.6
12,06/12/2024,P165627,96,72.55
1,06/12/2024,P831996,8,31.2
5,06/12/2024,P967817,336,1330.7
9,06/12/2024,P847357,576,1864.95
12,06/12/2024,P847357,114,368.15
6,06/12/2024,P966547,30,168
1,06/12/2024,P229767,1249,4023
5,06/12/2024,P831996,364,1414
9,06/12/2024,P269262,504,1638
11,06/12/2024,P831996,12,66
5,06/12/2024,P165627,84,67.2
1,06/12/2024,P967817,229,999.9
1,06/12/2024,P958288,48,36
4,06/12/2024,P967817,2028,8867.4
5,06/12/2024,P847357,126,415.25
5,07/12/2024,P165627,624,472.2
5,07/12/2024,P958288,612,459
9,07/12/2024,P513865,6,24.6
11,07/12/2024,P165627,144,108
12,07/12/2024,P847357,392,1262.25
1,07/12/2024,P269262,288,931.3
1,07/12/2024,P185447,24,19.2
11,07/12/2024,P847357,42,136.5
5,07/12/2024,P185447,24,24
6,07/12/2024,P269262,10,37.9
11,07/12/2024,P513865,12,49.2
12,07/12/2024,P229767,96,309.65
5,07/12/2024,P847357,337,1087.2
1,07/12/2024,P165627,36,31.2
4,07/12/2024,P165627,396,297
5,07/12/2024,P513865,84,343.8
9,07/12/2024,P269262,216,694.95
1,07/12/2024,P229767,360,1165.3
4,07/12/2024,P847357,24,78
1,07/12/2024,P847357,1026,3330.85
1,07/12/2024,P958288,612,463.2
9,07/12/2024,P165627,72,58.2
11,07/12/2024,P269262,12,39
5,07/12/2024,P229767,228,733.95
5,07/12/2024,P966547,252,998.5
5,07/12/2024,P269262,312,1037
5,07/12/2024,P639991,12,45.6
12,07/12/2024,P185447,192,159.6
9,07/12/2024,P229767,192,624
11,07/12/2024,P966547,4,16
6,07/12/2024,P958288,12,9
9,07/12/2024,P958288,72,58.2
11,07/12/2024,P831996,24,93.6
12,07/12/2024,P967817,72,348.7
5,07/12/2024,P831996,432,1668
6,07/12/2024,P966547,151,741.7
9,07/12/2024,P966547,4,22.4
4,07/12/2024,P958288,156,117
6,07/12/2024,P165627,12,9
4,07/12/2024,P229767,24,78
6,07/12/2024,P847357,7,24.1
6,07/12/2024,P185447,60,45.6
9,07/12/2024,P847357,264,858
1,07/12/2024,P966547,48,192
4,07/12/2024,P831996,36,140.4
11,07/12/2024,P958288,672,504
1,07/12/2024,P967817,186,990.6
9,07/12/2024,P831996,216,842.4
1,08/12/2024,P229767,144,468
6,08/12/2024,P966547,57,230.9
11,08/12/2024,P958288,12,13.2
6,08/12/2024,P847357,6,19.5
1,08/12/2024,P967817,2,8
5,08/12/2024,P847357,6,25.4
5,08/12/2024,P165627,24,20.4
5,08/12/2024,P269262,48,177.6
11,08/12/2024,P269262,12,39
1,08/12/2024,P847357,6,27.6
4,08/12/2024,P831996,3,11.7
6,08/12/2024,P958288,12,9
11,08/12/2024,P847357,12,39
11,08/12/2024,P185447,60,42
6,08/12/2024,P185447,96,67.2
11,08/12/2024,P831996,3,16.5
6,08/12/2024,P165627,12,9
11,08/12/2024,P513865,24,97.4
5,08/12/2024,P958288,24,20.4
1,09/12/2024,P967817,48,190.1
1,09/12/2024,P165627,24,18
6,09/12/2024,P229767,90,397.8
12,09/12/2024,P229767,400,1288.25
12,09/12/2024,P967817,264,1180.1
6,09/12/2024,P639991,60,160.4
6,09/12/2024,P958288,156,121.2
11,09/12/2024,P229767,6,22.2
11,09/12/2024,P966547,12,48
11,09/12/2024,P041436,12,36
12,09/12/2024,P831996,3,11.7
12,09/12/2024,P165627,264,206.4
1,09/12/2024,P229767,507,1642.4
4,09/12/2024,P831996,192,743.2
12,09/12/2024,P185447,189,147.6
1,09/12/2024,P966547,192,760.4
5,09/12/2024,P639991,144,416.8
11,09/12/2024,P269262,30,100.2
5,09/12/2024,P958288,636,477
6,09/12/2024,P185447,72,50.4
12,09/12/2024,P847357,550,1771.05
5,09/12/2024,P269262,396,1282.2
9,09/12/2024,P513865,60,265.2
12,09/12/2024,P513865,10,57
4,09/12/2024,P229767,2892,9415.2
5,09/12/2024,P831996,324,1276.8
6,09/12/2024,P269262,36,117
6,09/12/2024,P966547,403,1809.75
6,09/12/2024,P165627,156,121.2
11,09/12/2024,P831996,16,68.8
4,09/12/2024,P958288,312,238.2
4,09/12/2024,P165627,192,148.2
5,09/12/2024,P513865,54,222.3
9,09/12/2024,P269262,216,699.65
11,09/12/2024,P513865,48,194.8
12,09/12/2024,P269262,72,231.65
1,09/12/2024,P958288,12,9
5,09/12/2024,P847357,684,2215.85
5,09/12/2024,P185447,336,276
9,09/12/2024,P229767,72,231.65
1,09/12/2024,P269262,1080,3488.85
5,09/12/2024,P229767,592,1922.25
5,09/12/2024,P966547,516,2071.1
5,09/12/2024,P165627,648,486
9,09/12/2024,P831996,216,842.4
9,09/12/2024,P639991,3,11.4
4,09/12/2024,P966547,247,989.7
11,09/12/2024,P639991,12,32.4
6,09/12/2024,P847357,192,629.75
9,09/12/2024,P847357,216,699.65
9,09/12/2024,P185447,624,436.8
1,09/12/2024,P847357,288,931.3
4,09/12/2024,P847357,2262,7402.8
11,09/12/2024,P185447,60,42
9,09/12/2024,P966547,192,760.4
11,09/12/2024,P847357,178,584.6
12,09/12/2024,P958288,108,85.2
4,09/12/2024,P513865,60,283.4
4,09/12/2024,P185447,144,100.8
12,09/12/2024,P639991,4,10.8
5,10/12/2024,P958288,456,342
11,10/12/2024,P513865,24,98.4
12,10/12/2024,P269262,36,117
12,10/12/2024,P185447,108,79.2
11,10/12/2024,P831996,18,70.2
4,10/12/2024,P966547,96,380.2
9,10/12/2024,P229767,360,1165.3
12,10/12/2024,P229767,688,2217.2
6,10/12/2024,P847357,18,77.4
4,10/12/2024,P831996,48,187.2
5,10/12/2024,P269262,120,387.65
5,10/12/2024,P229767,36,117
1,10/12/2024,P639991,12,32.4
1,10/12/2024,P229767,264,922.8
9,10/12/2024,P165627,96,103.5
12,10/12/2024,P966547,16,64
1,10/12/2024,P966547,114,452.2
1,10/12/2024,P958288,372,279
5,10/12/2024,P847357,162,548.45
9,10/12/2024,P513865,96,393.6
11,10/12/2024,P847357,240,775.3
11,10/12/2024,P165627,120,90
9,10/12/2024,P831996,144,561.6
12,10/12/2024,P847357,694,2234.35
4,10/12/2024,P513865,48,234.2
6,10/12/2024,P958288,24,18
1,10/12/2024,P165627,852,639
1,10/12/2024,P847357,496,1703.8
4,10/12/2024,P847357,156,518.5
4,10/12/2024,P185447,72,50.4
5,10/12/2024,P966547,252,998.5
11,10/12/2024,P229767,204,658.3
4,10/12/2024,P165627,240,225.85
11,10/12/2024,P958288,48,36
1,10/12/2024,P185447,144,114
11,10/12/2024,P966547,66,262.1
9,10/12/2024,P958288,12,12.15
12,10/12/2024,P958288,156,117
9,10/12/2024,P847357,649,2099.85
5,10/12/2024,P513865,35,150.5
6,10/12/2024,P966547,318,1279.8
9,10/12/2024,P185447,600,420
4,10/12/2024,P229767,108,348.65
5,10/12/2024,P831996,3780,14739.2
6,10/12/2024,P269262,378,1247.4
6,10/12/2024,P165627,36,31.2
9,10/12/2024,P269262,432,1401.65
9,10/12/2024,P966547,172,716.35
12,10/12/2024,P165627,36,27
5,10/12/2024,P165627,540,405
1,10/12/2024,P269262,96,309.65
4,10/12/2024,P958288,216,199.45
11,10/12/2024,P185447,108,75.6
1,11/12/2024,P847357,444,1460.25
5,11/12/2024,P229767,216,694.95
11,11/12/2024,P269262,12,39
12,11/12/2024,P185447,96,67.2
4,11/12/2024,P513865,24,97.4
5,11/12/2024,P966547,206,819.6
6,11/12/2024,P639991,6,22.8
6,11/12/2024,P958288,24,26.4
11,11/12/2024,P966547,432,1710.9
6,11/12/2024,P513865,240,974
5,11/12/2024,P185447,84,84
6,11/12/2024,P966547,66,311.6
1,11/12/2024,P967817,240,950.5
1,11/12/2024,P165627,168,126
5,11/12/2024,P513865,1,5.7
11,11/12/2024,P185447,48,37.2
1,11/12/2024,P639991,12,45.6
1,11/12/2024,P958288,72,54
4,11/12/2024,P269262,504,1638
11,11/12/2024,P847357,48,156
12,11/12/2024,P229767,68,221
4,11/12/2024,P229767,228,744.05
6,11/12/2024,P269262,138,468.75
6,11/12/2024,P165627,24,26.4
9,11/12/2024,P269262,288,933.65
11,11/12/2024,P831996,19,75.7
1,11/12/2024,P229767,180,585
1,11/12/2024,P966547,6,33.6
5,11/12/2024,P831996,516,2017.8
9,11/12/2024,P513865,148,766.8
5,11/12/2024,P958288,120,132
9,11/12/2024,P185447,10,10
12,11/12/2024,P847357,258,831.45
11,11/12/2024,P967817,1,4
6,11/12/2024,P847357,108,374.45
1,11/12/2024,P269262,144,463.3
5,11/12/2024,P847357,318,1040.3
6,11/12/2024,P229767,102,346.85
9,11/12/2024,P229767,216,702
9,11/12/2024,P966547,385,1526.4
4,11/12/2024,P847357,547,1780.15
6,11/12/2024,P185447,24,16.8
12,11/12/2024,P966547,50,225.3
4,11/12/2024,P966547,432,1760.05
4,11/12/2024,P831996,510,1975
5,11/12/2024,P269262,96,309.65
9,11/12/2024,P847357,216,699.65
12,11/12/2024,P831996,1,3.9
6,12/12/2024,P185447,60,60
11,12/12/2024,P831996,71,281.7
12,12/12/2024,P165627,12,9
4,12/12/2024,P831996,216,834
6,12/12/2024,P847357,258,871.65
9,12/12/2024,P847357,1656,5377.3
12,12/12/2024,P847357,91,306.55
4,12/12/2024,P513865,48,194.8
6,12/12/2024,P229767,155,501.75
6,12/12/2024,P513865,60,263.2
11,12/12/2024,P165627,60,45
1,12/12/2024,P269262,144,468
1,12/12/2024,P958288,130,138.8
4,12/12/2024,P269262,84,270.65
11,12/12/2024,P847357,24,78
11,12/12/2024,P639991,10,31.4
12,12/12/2024,P269262,6,19.5
1,12/12/2024,P847357,348,1131
1,12/12/2024,P165627,18,19.8
1,12/12/2024,P185447,24,16.8
4,12/12/2024,P847357,108,348.65
4,12/12/2024,P185447,36,25.2
5,12/12/2024,P229767,912,2952
5,12/12/2024,P513865,174,716
11,12/12/2024,P966547,531,866.6
5,12/12/2024,P966547,210,861.2
1,12/12/2024,P967817,21,88.8
6,12/12/2024,P831996,360,1398.4
9,12/12/2024,P831996,36,140.4
11,12/12/2024,P185447,48,33.6
1,12/12/2024,P229767,506,1642.15
4,12/12/2024,P966547,156,618.3
4,12/12/2024,P958288,156,171.6
12,12/12/2024,P229767,72,239.4
1,12/12/2024,P966547,210,832.4
4,12/12/2024,P229767,84,270.65
9,12/12/2024,P513865,1248,5116.8
5,12/12/2024,P269262,120,403.85
9,12/12/2024,P229767,360,1162.95
9,12/12/2024,P958288,60,45
5,12/12/2024,P847357,780,2513.85
9,12/12/2024,P966547,112,469.8
11,12/12/2024,P958288,60,45
6,12/12/2024,P269262,84,302.75
9,12/12/2024,P165627,96,72
9,12/12/2024,P185447,288,201.6
5,12/12/2024,P831996,48,187.2
6,12/12/2024,P958288,144,120.05
12,13/12/2024,P229767,102,329.15
4,13/12/2024,P958288,168,133.2
5,13/12/2024,P513865,2,11.4
11,13/12/2024,P185447,60,42
11,13/12/2024,P513865,64,266.25
6,13/12/2024,P958288,192,144
9,13/12/2024,P958288,74,81.4
11,13/12/2024,P229767,672,2206.9
9,13/12/2024,P269262,678,2229.5
9,13/12/2024,P185447,24,24
12,13/12/2024,P165627,300,225
6,13/12/2024,P513865,120,487
4,13/12/2024,P513865,12,49.2
6,13/12/2024,P165627,312,234
5,13/12/2024,P269262,628,2053.55
4,13/12/2024,P847357,624,2020.95
5,13/12/2024,P229767,582,1877.4
1,13/12/2024,P229767,294,958.9
9,13/12/2024,P513865,48,196.8
12,13/12/2024,P513865,24,97.4
6,13/12/2024,P966547,144,570.3
9,13/12/2024,P229767,720,2337.65
11,13/12/2024,P847357,648,2128.9
4,13/12/2024,P165627,192,151.2
5,13/12/2024,P966547,260,1062.5
5,13/12/2024,P165627,1212,913.2
9,13/12/2024,P847357,798,2601.6
9,13/12/2024,P639991,150,401.8
12,13/12/2024,P958288,48,36
1,13/12/2024,P847357,336,1087.3
1,13/12/2024,P185447,12,12
4,13/12/2024,P185447,24,24
9,13/12/2024,P165627,36,27
1,13/12/2024,P966547,210,851.6
1,13/12/2024,P165627,36,27
4,13/12/2024,P229767,864,2803.3
5,13/12/2024,P831996,145,564.3
11,13/12/2024,P831996,105,419.1
5,13/12/2024,P958288,1212,913.2
6,13/12/2024,P185447,96,96
12,13/12/2024,P185447,36,25.2
4,13/12/2024,P831996,363,1420.5
6,13/12/2024,P847357,456,1479.65
11,13/12/2024,P966547,476,1920.8
12,13/12/2024,P847357,192,619.3
11,13/12/2024,P165627,48,36
1,13/12/2024,P958288,156,117
5,13/12/2024,P847357,528,1704.25
5,13/12/2024,P185447,12,8.4
9,13/12/2024,P966547,336,1409
12,13/12/2024,P966547,112,444.2
1,13/12/2024,P269262,384,1259.5
6,13/12/2024,P831996,408,1585.6
9,13/12/2024,P831996,432,1724.4
9,14/12/2024,P513865,24,98.4
11,14/12/2024,P165627,168,126
1,14/12/2024,P269262,366,1184.8
5,14/12/2024,P847357,288,928.95
11,14/12/2024,P847357,36,117
6,14/12/2024,P185447,12,12
6,14/12/2024,P513865,72,292.2
9,14/12/2024,P185447,36,30.6
12,14/12/2024,P185447,63,51.25
5,14/12/2024,P966547,440,1860.5
12,14/12/2024,P847357,26,95.3
4,14/12/2024,P958288,12,9
5,14/12/2024,P185447,36,28.8
9,14/12/2024,P229767,504,1633.3
4,14/12/2024,P165627,36,31.2
6,14/12/2024,P269262,12,44.4
6,14/12/2024,P958288,12,10.2
12,14/12/2024,P958288,180,135
4,14/12/2024,P847357,60,211.2
11,14/12/2024,P513865,24,97.4
5,14/12/2024,P958288,648,486
12,14/12/2024,P269262,104,338.35
6,14/12/2024,P831996,72,278
6,14/12/2024,P165627,12,10.2
9,14/12/2024,P165627,1025,775.3
4,14/12/2024,P229767,18,58.5
6,14/12/2024,P847357,17,62
5,14/12/2024,P165627,648,486
9,14/12/2024,P847357,510,1652.8
1,14/12/2024,P847357,234,758.15
5,14/12/2024,P229767,150,482.8
5,14/12/2024,P513865,84,341.4
6,14/12/2024,P966547,106,436.2
1,14/12/2024,P165627,12,13.2
5,14/12/2024,P831996,120,465.2
9,14/12/2024,P958288,537,413.5
11,14/12/2024,P831996,512,1980.4
1,14/12/2024,P958288,12,13.2
1,14/12/2024,P513865,24,98.4
4,14/12/2024,P513865,24,97.4
1,14/12/2024,P831996,648,2518.8
4,14/12/2024,P831996,264,1021.2
5,14/12/2024,P269262,144,562.85
11,14/12/2024,P966547,466,2059
9,14/12/2024,P966547,98,391.4
11,14/12/2024,P958288,96,72
12,14/12/2024,P165627,120,90
4,14/12/2024,P269262,72,231.65
1,14/12/2024,P966547,147,665.8
4,14/12/2024,P966547,212,1067.2
1,15/12/2024,P831996,72,278
6,15/12/2024,P229767,24,78
1,15/12/2024,P966547,144,649
11,15/12/2024,P831996,12,46.8
12,15/12/2024,P513865,48,194.8
4,15/12/2024,P958288,12,9
12,15/12/2024,P229767,16,52
9,15/12/2024,P229767,216,694.95
11,15/12/2024,P847357,30,97.5
11,15/12/2024,P185447,24,16.8
1,15/12/2024,P229767,144,463.3
9,15/12/2024,P513865,53,217.3
12,15/12/2024,P269262,72,231.65
9,15/12/2024,P847357,360,1158.25
9,15/12/2024,P958288,600,450
9,15/12/2024,P966547,96,380.2
1,15/12/2024,P269262,72,234
6,15/12/2024,P831996,90,351
4,15/12/2024,P165627,12,9
12,15/12/2024,P185447,60,42
11,15/12/2024,P966547,24,120.1
12,15/12/2024,P847357,21,75
1,15/12/2024,P847357,312,1020.8
12,15/12/2024,P165627,108,81
5,16/12/2024,P513865,264,1071.4
9,16/12/2024,P269262,72,234
12,16/12/2024,P269262,352,1134.6
4,16/12/2024,P185447,132,124.45
5,16/12/2024,P831996,486,1906.2
6,16/12/2024,P966547,414,1650.4
1,16/12/2024,P966547,339,1342.7
11,16/12/2024,P958288,600,450
11,16/12/2024,P847357,76,263.2
6,16/12/2024,P229767,720,2335.3
12,16/12/2024,P847357,605,1954.85
5,16/12/2024,P966547,468,1890.6
12,16/12/2024,P229767,625,2014.8
6,16/12/2024,P185447,24,17.05
9,16/12/2024,P847357,144,463.3
1,16/12/2024,P229767,528,1716
4,16/12/2024,P513865,30,131.6
1,16/12/2024,P269262,360,1167.65
1,16/12/2024,P185447,72,72
4,16/12/2024,P269262,30,102.55
5,16/12/2024,P229767,543,1765.25
6,16/12/2024,P831996,108,440.9
9,16/12/2024,P831996,144,561.6
12,16/12/2024,P165627,408,306
4,16/12/2024,P966547,90,381.2
5,16/12/2024,P847357,540,1767.65
9,16/12/2024,P513865,48,196.8
1,16/12/2024,P165627,190,146
4,16/12/2024,P165627,576,467.4
6,16/12/2024,P958288,156,117
5,16/12/2024,P165627,1836,1377
5,16/12/2024,P185447,36,36
9,16/12/2024,P229767,288,931.3
11,16/12/2024,P966547,48,190.1
1,16/12/2024,P847357,720,2364.3
4,16/12/2024,P847357,216,739.8
12,16/12/2024,P639991,4,10.8
6,16/12/2024,P165627,288,216
1,16/12/2024,P831996,678,2657.8
4,16/12/2024,P831996,276,1076.4
9,16/12/2024,P185447,614,434
4,16/12/2024,P229767,12,41.7
6,16/12/2024,P847357,128,473.05
1,16/12/2024,P958288,94,82.4
4,16/12/2024,P958288,300,244.9
6,16/12/2024,P639991,6,22.8
11,16/12/2024,P185447,24,16.8
5,16/12/2024,P269262,528,1723.25
11,16/12/2024,P165627,732,549
5,16/12/2024,P639991,36,97.2
5,16/12/2024,P958288,1236,927
6,16/12/2024,P513865,96,393.6
12,16/12/2024,P185447,276,197
12,16/12/2024,P513865,24,97.4
1,16/12/2024,P967817,5,20
9,16/12/2024,P165627,12,13.2
6,16/12/2024,P269262,522,1712.7
9,16/12/2024,P958288,185,159.75
11,16/12/2024,P831996,350,1373
12,16/12/2024,P958288,36,27
9,16/12/2024,P966547,444,1774.1
11,16/12/2024,P229767,108,351
12,16/12/2024,P966547,144,570.3
12,17/12/2024,P966547,52,206.1
5,17/12/2024,P165627,1932,1453.8
6,17/12/2024,P831996,18,70.2
9,17/12/2024,P831996,612,2381.2
11,17/12/2024,P847357,584,1881.55
11,17/12/2024,P185447,180,128.5
12,17/12/2024,P831996,216,834
1,17/12/2024,P831996,468,1823.6
4,17/12/2024,P831996,984,3850
5,17/12/2024,P513865,211,863.85
5,17/12/2024,P269262,216,697.3
11,17/12/2024,P165627,60,66
12,17/12/2024,P229767,272,880.45
1,17/12/2024,P966547,48,268.8
9,17/12/2024,P513865,72,295.2
11,17/12/2024,P958288,24,26.4
6,17/12/2024,P269262,150,529.35
6,17/12/2024,P185447,60,60
1,17/12/2024,P185447,12,12
11,17/12/2024,P966547,409,1631.3
6,17/12/2024,P165627,12,9
4,17/12/2024,P847357,907,2943.85
5,17/12/2024,P229767,540,1752.65
5,17/12/2024,P966547,720,2851.5
12,17/12/2024,P165627,151,114.15
4,17/12/2024,P513865,30,123
5,17/12/2024,P831996,1083,4230.9
9,17/12/2024,P185447,600,420
11,17/12/2024,P831996,352,1387.2
12,17/12/2024,P269262,216,701.35
12,17/12/2024,P185447,101,77.55
5,17/12/2024,P847357,468,1516.3
6,17/12/2024,P513865,24,97.4
1,17/12/2024,P229767,396,1282.3
6,17/12/2024,P966547,2235,9664.9
9,17/12/2024,P966547,635,2547.8
4,17/12/2024,P958288,36,35.4
1,17/12/2024,P958288,12,13.2
6,17/12/2024,P847357,204,721.05
9,17/12/2024,P847357,600,1931.2
12,17/12/2024,P847357,610,1979.55
6,17/12/2024,P958288,204,157.2
9,17/12/2024,P958288,24,24.55
11,17/12/2024,P229767,444,1428.9
1,17/12/2024,P847357,360,1194.65
4,17/12/2024,P185447,60,42
4,17/12/2024,P165627,624,472.2
5,17/12/2024,P958288,1656,1251
9,17/12/2024,P269262,216,694.95
1,17/12/2024,P165627,36,31.2
4,17/12/2024,P966547,51,202.1
12,17/12/2024,P958288,73,55.05
6,17/12/2024,P229767,108,392.85
9,17/12/2024,P229767,1518,4904
11,17/12/2024,P269262,30,105.6
4,17/12/2024,P229767,2232,7251.65
1,17/12/2024,P269262,252,811.95
4,17/12/2024,P269262,3,9.75
4,18/12/2024,P831996,498,1935
5,18/12/2024,P958288,408,306
12,18/12/2024,P847357,780,2524.3
12,18/12/2024,P185447,48,40.8
1,18/12/2024,P513865,72,295.2
4,18/12/2024,P513865,38,159.2
9,18/12/2024,P165627,180,135
5,18/12/2024,P847357,768,2523
4,18/12/2024,P185447,48,34.8
5,18/12/2024,P229767,108,358.8
12,18/12/2024,P165627,72,54
1,18/12/2024,P958288,181,135.75
4,18/12/2024,P958288,336,256.2
5,18/12/2024,P269262,192,745.2
11,18/12/2024,P185447,24,18
11,18/12/2024,P513865,6,34.2
5,18/12/2024,P831996,678,2651
9,18/12/2024,P958288,144,116.4
1,18/12/2024,P269262,648,2087.2
9,18/12/2024,P831996,180,716.2
12,18/12/2024,P831996,342,1322.6
1,18/12/2024,P165627,181,135.75
4,18/12/2024,P966547,48,190.1
4,18/12/2024,P165627,636,481.2
12,18/12/2024,P513865,48,200.6
1,18/12/2024,P229767,216,702
4,18/12/2024,P229767,36,117
6,18/12/2024,P229767,12,39
11,18/12/2024,P269262,72,231.65
1,18/12/2024,P847357,596,1956.25
4,18/12/2024,P847357,1170,3767.25
5,18/12/2024,P165627,1056,796.2
6,18/12/2024,P958288,240,180
11,18/12/2024,P831996,580,2279.6
12,18/12/2024,P966547,434,1790.45
12,18/12/2024,P958288,120,90
5,18/12/2024,P513865,60,244
9,18/12/2024,P269262,36,117
6,18/12/2024,P269262,72,294.8
9,18/12/2024,P966547,24,109.2
6,18/12/2024,P966547,488,1936.2
5,18/12/2024,P966547,603,2649.1
11,18/12/2024,P966547,72,308.6
5,18/12/2024,P185447,36,36
9,18/12/2024,P229767,360,1170
11,18/12/2024,P165627,61,51.8
12,18/12/2024,P229767,336,1084.95
1,18/12/2024,P966547,48,190.1
11,18/12/2024,P847357,78,253.85
11,18/12/2024,P639991,60,162
11,18/12/2024,P958288,48,40.75
4,18/12/2024,P269262,451,1461.1
6,18/12/2024,P831996,174,689.5
6,18/12/2024,P513865,10,43
11,18/12/2024,P229767,144,463.3
1,18/12/2024,P831996,678,2624.6
6,18/12/2024,P847357,407,1329.5
6,18/12/2024,P185447,12,8.4
9,18/12/2024,P847357,276,913.2
9,18/12/2024,P185447,600,420
6,18/12/2024,P165627,360,270
4,19/12/2024,P513865,126,511.6
6,19/12/2024,P269262,264,850.95
9,19/12/2024,P269262,324,1053
9,19/12/2024,P165627,468,351
12,19/12/2024,P165627,84,64.2
12,19/12/2024,P958288,72,55.2
11,19/12/2024,P966547,34,136.7
1,19/12/2024,P831996,690,2668.6
4,19/12/2024,P831996,54,220.2
9,19/12/2024,P847357,1224,3968.6
1,19/12/2024,P847357,192,621.65
1,19/12/2024,P639991,24,64.8
5,19/12/2024,P513865,24,97.4
1,19/12/2024,P269262,342,1102.1
4,19/12/2024,P165627,180,139.2
5,19/12/2024,P847357,210,723.4
